sample_id,timestamp_s,spindle_speed_rpm,feed_rate_mm_min,depth_of_cut_mm,cutting_speed_m_min,material_hardness_HRC,spindle_motor_current_A,spindle_torque_Nm,spindle_temp_C,coolant_temp_C,ambient_temp_C,vibration_x_g,vibration_y_g,vibration_z_g,surface_roughness_Ra,dimensional_error_mm,tool_wear_mm,cycle_time_s,tool_condition,fault_label
1614,18715.7,1095,190.4,1.58,0.28,41.9,12.2,20.3,60.2,26.1,29.8,0.1599,0.1002,0.1397,1.901,0.0164,0.2948,47.2,Worn,0
1615,18723.9,1049,200.9,1.16,0.26,46.6,12.3,19.19,60.8,29.5,25.6,0.2091,0.1358,0.1049,2.11,0.0234,0.2903,47.4,Worn,0
1616,18735.2,1058,212.6,1.17,0.27,34.1,13.1,17.56,59.2,30.1,25.8,0.2375,0.114,0.0983,1.662,0.0235,0.268,46.2,Worn,0
1617,18748.8,1023,204.3,1.57,0.26,36.3,13.9,19.2,56.5,27.7,24.6,0.6385,0.4393,0.3095,5.102,0.0869,0.2776,51.7,Worn,2
1618,18759.2,1279,247.3,1.34,0.32,40.8,13.38,18.24,58.8,29.7,25.1,0.1958,0.0928,0.0745,1.543,0.0173,0.2655,43.2,Worn,0
1619,18774.1,1210,253.0,0.91,0.3,40.8,12.85,17.16,58.5,33.5,23.1,0.1706,0.1154,0.1701,2.322,0.034,0.2703,45.7,Worn,0
1620,18782.4,1099,159.4,2.13,0.28,35.4,13.04,18.96,63.6,36.2,25.4,0.1231,0.0877,0.0745,2.063,0.1192,0.2718,47.3,Worn,3
1621,18797.1,1240,163.8,1.52,0.31,50.6,14.32,21.73,61.8,29.3,23.4,0.7187,0.2201,0.3312,5.37,0.0533,0.2708,47.6,Worn,2
1622,18805.9,1341,148.6,1.39,0.34,37.8,16.57,21.73,61.0,31.9,26.9,0.2852,0.1562,0.1558,5.858,0.1423,0.3013,44.9,Critical,1
1623,18820.0,1208,172.4,1.58,0.3,55.9,14.02,18.01,61.8,24.6,24.6,0.1278,0.0946,0.0898,1.974,0.0262,0.2994,43.9,Worn,0
1624,18833.1,1114,159.6,1.31,0.28,34.4,13.38,18.87,64.8,29.6,24.9,0.1954,0.1066,0.0564,1.858,0.0273,0.2996,51.3,Worn,0
1625,18843.6,1047,186.4,1.02,0.26,33.3,12.99,16.24,65.0,35.7,24.8,0.2019,0.0942,0.0603,1.532,0.154,0.2812,46.0,Worn,3
1626,18856.3,1052,227.5,1.54,0.26,25.4,11.81,17.64,60.9,26.6,27.9,0.1836,0.1558,0.0351,2.436,0.0234,0.2779,48.0,Worn,0
1627,18868.5,1031,220.2,0.92,0.26,26.5,13.87,20.23,54.8,24.7,28.1,0.215,0.259,0.079,5.763,0.1217,0.3021,47.4,Critical,1
1628,18880.0,988,223.9,0.94,0.25,47.0,11.22,18.97,63.0,27.7,26.8,0.2179,0.1325,0.0761,2.203,0.024,0.2951,48.7,Worn,0
1629,18894.8,1076,172.4,1.34,0.27,27.3,14.97,18.85,57.2,26.7,25.1,0.2898,0.2119,0.1424,5.519,0.1053,0.3208,52.9,Critical,1
1630,18909.4,1226,148.6,1.44,0.31,48.0,15.56,22.39,57.2,28.2,27.7,0.2382,0.2205,0.1707,5.959,0.1277,0.3019,49.1,Critical,1
1631,18919.3,855,181.5,1.56,0.21,32.5,12.68,16.51,63.3,31.2,25.3,0.2307,0.1091,0.0159,2.277,0.0199,0.2813,43.2,Worn,0
1632,18928.8,923,236.9,1.16,0.23,24.6,11.43,19.92,59.1,28.0,26.1,0.0956,0.1188,0.1091,1.897,0.0259,0.2987,46.9,Worn,0
1633,18940.1,1108,199.5,1.15,0.28,36.3,15.68,23.03,56.0,24.1,23.5,0.3233,0.1075,0.0811,6.378,0.1134,0.3008,48.1,Critical,1
1634,18954.8,1519,122.6,0.95,0.38,31.7,13.49,17.42,62.7,28.2,27.6,0.1669,0.127,0.0751,2.099,0.0183,0.2943,45.0,Worn,0
1635,18967.5,1208,200.9,1.23,0.3,32.4,14.36,18.64,60.4,25.2,22.9,0.405,0.3493,0.2306,4.733,0.0822,0.275,45.5,Worn,2
1636,18982.1,951,173.8,1.13,0.24,39.6,12.26,18.04,62.4,29.4,27.9,0.1777,0.0793,0.0837,2.211,0.0234,0.2588,48.0,Worn,0
1637,18995.2,1097,192.5,1.94,0.28,36.7,12.56,18.26,63.4,26.6,25.0,0.1542,0.0739,0.0347,1.809,0.0184,0.2545,47.7,Worn,0
1638,19005.1,1082,169.5,0.92,0.27,33.0,12.36,16.9,57.2,28.7,25.3,0.1402,0.1333,0.1156,2.583,0.0299,0.2696,49.1,Worn,0
1639,19013.2,1284,204.0,1.68,0.32,22.0,15.46,17.45,65.0,23.0,26.4,0.4,0.2816,0.1355,5.234,0.127,0.3137,48.0,Critical,1
1640,19026.7,1335,215.2,0.86,0.34,20,12.8,16.45,63.7,26.5,26.4,0.2545,0.1129,0.1232,1.876,0.0268,0.2772,47.4,Worn,0
1641,19038.1,1102,239.0,1.15,0.28,34.1,12.15,18.65,58.0,28.5,24.1,0.1371,0.0717,0.0973,2.041,0.0174,0.2805,43.2,Worn,0
1642,19051.7,1007,179.4,2.33,0.25,35.2,11.94,18.07,61.3,26.9,26.2,0.1494,0.1346,0.0619,2.416,0.0233,0.2669,46.4,Worn,0
1643,19060.5,1337,173.4,2.03,0.34,25.4,13.53,16.5,60.7,27.6,27.5,0.1476,0.1702,0.1567,2.151,0.0191,0.2905,50.5,Worn,0
1644,19070.9,1230,177.8,1.29,0.31,41.5,13.2,18.17,61.8,28.5,28.2,0.0871,0.0891,0.0589,2.203,0.027,0.299,46.7,Worn,0
1645,19083.9,1282,236.5,1.21,0.32,24.2,15.43,22.42,59.5,27.4,26.5,0.2613,0.1531,0.1117,6.021,0.1149,0.3032,47.5,Critical,1
1646,19092.4,1182,213.1,1.87,0.3,23.2,15.06,20.82,60.2,29.2,29.5,0.0932,0.2285,0.1354,5.728,0.1012,0.3108,44.5,Critical,1
1647,19106.8,1102,179.5,1.19,0.28,49.9,12.9,20.21,61.3,30.4,30.4,0.2123,0.1512,0.069,1.811,0.0246,0.2722,44.6,Worn,0
1648,19120.4,1250,211.7,1.41,0.31,43.5,13.6,18.95,58.2,26.3,27.8,0.1992,0.1004,0.0938,2.068,0.0278,0.2996,47.5,Worn,0
1649,19131.3,1089,208.2,1.3,0.27,37.2,12.82,18.11,63.6,27.3,27.1,0.1383,0.1298,0.1529,2.078,0.0246,0.2712,46.2,Worn,0
1650,19141.8,1197,122.4,1.33,0.3,27.1,13.64,18.67,64.0,29.7,28.1,0.7914,0.2817,0.4186,5.067,0.0868,0.2676,38.4,Worn,2
1651,19152.3,1256,142.4,1.58,0.32,47.2,12.44,20.64,58.8,26.0,28.1,0.2307,0.1349,0.0851,2.426,0.0238,0.292,47.8,Worn,0
1652,19161.1,1162,178.7,1.45,0.29,43.0,12.09,17.95,58.9,28.7,27.2,0.1969,0.0341,0.0787,2.472,0.021,0.2858,48.4,Worn,0
1653,19172.6,1212,166.6,1.3,0.3,31.8,13.4,16.53,64.2,26.9,28.3,0.0813,0.1374,0.1455,2.173,0.0248,0.2743,46.0,Worn,0
1654,19186.9,1388,215.2,1.46,0.35,43.7,13.79,18.78,61.6,28.8,25.3,0.1585,0.0669,0.0471,2.099,0.0361,0.2622,44.3,Worn,0
1655,19200.6,1419,128.7,1.14,0.36,27.6,13.69,15.57,62.9,30.7,27.6,0.0981,0.1226,0.1407,2.054,0.0216,0.268,44.8,Worn,0
1656,19210.2,1205,168.7,1.85,0.3,37.6,12.84,17.95,58.7,22.5,23.5,0.129,0.1604,0.1301,2.35,0.0237,0.2653,46.5,Worn,0
1657,19224.0,1192,171.2,1.12,0.3,45.3,12.91,19.02,65.3,25.1,27.6,0.2716,0.0224,0.0923,1.558,0.0274,0.2583,45.4,Worn,0
1658,19233.8,1210,184.3,0.94,0.3,32.3,12.29,15.74,62.5,31.7,26.5,0.1317,0.0611,0.0946,2.156,0.0151,0.264,44.8,Worn,0
1659,19245.7,901,175.3,1.49,0.23,33.2,12.01,17.23,62.4,28.3,26.3,0.1645,0.1226,0.0954,1.592,0.0211,0.253,47.1,Worn,0
1660,19258.5,1108,148.2,1.07,0.28,47.8,11.88,19.78,61.7,25.0,27.7,0.0769,0.1166,0.1212,1.692,0.029,0.2753,48.2,Worn,0
1661,19269.5,1064,139.4,1.79,0.27,31.3,14.67,21.36,54.9,31.7,26.8,0.2907,0.2102,0.1586,6.089,0.1003,0.3134,41.2,Critical,1
1662,19284.3,1125,196.4,2.18,0.28,28.3,14.57,21.15,60.3,26.7,28.6,0.2493,0.0529,0.1185,5.803,0.1177,0.3177,43.5,Critical,1
1663,19295.6,1150,191.5,1.63,0.29,37.9,12.99,16.1,65.8,30.7,25.7,0.2486,0.1003,0.077,1.873,0.0176,0.2886,49.6,Worn,0
1664,19306.2,1041,155.6,1.5,0.26,30.0,11.33,15.82,60.9,30.2,29.9,0.1965,0.1312,0.0551,2.137,0.0213,0.2944,48.1,Worn,0
1665,19315.6,1046,213.0,1.54,0.26,38.1,12.83,18.76,54.6,26.6,27.2,0.1585,0.1515,0.0737,1.796,0.0226,0.2933,47.0,Worn,0
1666,19324.5,1083,133.7,1.79,0.27,33.3,12.17,17.06,62.1,25.5,27.8,0.1933,0.138,0.079,2.041,0.0281,0.2816,45.4,Worn,0
1667,19337.0,1065,178.2,2.15,0.27,29.2,13.57,16.9,57.2,31.0,26.3,0.1226,0.1215,0.0968,1.948,0.0179,0.2769,44.9,Worn,0
1668,19347.1,1269,187.0,1.39,0.32,41.4,13.5,17.16,64.8,31.3,31.1,0.218,0.1665,0.0415,2.262,0.0283,0.2839,45.6,Worn,0
1669,19356.5,953,148.0,1.14,0.24,37.3,12.63,18.85,55.4,31.6,26.5,0.1369,0.1118,0.0491,2.223,0.0278,0.256,48.6,Worn,0
1670,19366.0,1390,159.9,1.4,0.35,49.3,16.28,21.69,61.2,25.8,30.1,0.3445,0.2702,0.2079,6.308,0.0895,0.3216,46.6,Critical,1
1671,19379.6,893,178.1,1.09,0.22,27.7,13.34,20.46,61.8,29.3,26.6,0.2231,0.23,0.1131,5.833,0.1259,0.3188,45.5,Critical,1
1672,19389.9,905,180.2,1.38,0.23,42.3,13.35,22.74,60.3,28.9,25.4,0.2197,0.22,0.1743,5.964,0.1269,0.3007,51.9,Critical,1
1673,19404.6,1266,156.0,1.5,0.32,42.9,13.36,19.23,61.7,27.3,25.8,0.0971,0.1785,0.137,1.921,0.034,0.2895,43.5,Worn,0
1674,19419.1,1258,159.9,1.25,0.32,23.3,12.73,17.47,61.3,28.1,26.1,0.1899,0.1399,0.0869,2.122,0.0106,0.2989,51.3,Worn,0
1675,19427.7,1346,239.5,1.79,0.34,44.8,13.71,19.45,67.3,33.5,22.7,0.1759,0.1459,0.0753,1.824,0.0949,0.2728,43.1,Worn,3
1676,19438.2,1227,164.4,0.99,0.31,51.0,12.56,17.63,61.4,26.4,24.2,0.1184,0.1044,0.0846,1.998,0.0294,0.2954,44.4,Worn,0
1677,19451.9,1123,169.9,1.81,0.28,20.3,12.55,16.67,60.4,28.8,27.0,0.2311,0.0265,0.0795,1.971,0.0277,0.2875,43.3,Worn,0
1678,19463.9,1228,194.2,1.75,0.31,28.5,15.67,21.52,58.8,26.3,25.4,0.2325,0.2134,0.0894,6.761,0.1297,0.3182,44.1,Critical,1
1679,19478.6,1089,198.1,1.45,0.27,38.0,13.32,18.79,57.6,27.3,26.4,0.0717,0.1703,0.0764,1.943,0.0237,0.2721,42.2,Worn,0
1680,19493.6,1296,175.9,1.62,0.33,38.2,14.12,19.21,70.0,36.5,24.6,0.2078,0.1009,0.0993,1.277,0.1136,0.27,47.9,Worn,3
1681,19506.6,1277,181.2,2.1,0.32,23.9,16.05,20.63,59.7,29.0,28.2,0.312,0.0869,0.1254,5.802,0.1221,0.3116,48.7,Critical,1
1682,19517.6,1285,127.7,1.4,0.32,35.3,12.61,16.21,58.1,25.2,23.6,0.1351,0.1378,0.0804,1.751,0.02,0.2981,46.4,Worn,0
1683,19529.4,1414,137.9,1.29,0.36,35.4,15.95,21.85,56.6,29.4,25.7,0.3478,0.2059,0.1537,6.223,0.1133,0.3224,42.0,Critical,1
1684,19542.4,865,182.9,1.41,0.22,43.7,13.85,23.73,50.1,26.9,26.3,0.3604,0.3462,0.0643,5.943,0.1246,0.3127,48.4,Critical,1
1685,19555.6,1155,141.5,1.39,0.29,39.6,12.89,17.31,60.9,27.4,25.9,0.2119,0.0764,0.0844,2.018,0.0211,0.2859,46.4,Worn,0
1686,19569.8,1197,171.5,1.85,0.3,49.8,13.22,18.94,59.2,29.8,28.0,0.1517,0.1078,0.1071,2.448,0.0167,0.2683,46.8,Worn,0
1687,19579.6,1136,133.9,1.08,0.29,47.1,15.15,24.24,56.4,25.3,25.8,0.1561,0.105,0.0668,6.257,0.1416,0.3622,50.3,Critical,1
1688,19590.8,966,178.7,0.91,0.24,42.0,12.82,18.65,55.5,27.9,25.4,0.2309,0.1956,0.0664,2.678,0.0206,0.2988,44.9,Worn,0
1689,19600.1,1255,164.0,1.85,0.32,36.5,15.51,21.79,53.2,30.2,28.6,0.1879,0.1687,0.0719,6.122,0.1094,0.3106,39.1,Critical,1
1690,19613.8,1063,193.1,1.16,0.27,43.6,16.1,23.01,58.3,27.9,29.1,0.212,0.065,0.1368,5.873,0.115,0.3125,43.2,Critical,1
1691,19628.5,1429,191.6,2.06,0.36,25.0,16.46,21.14,57.2,25.7,24.8,0.252,0.1157,0.1663,6.473,0.1165,0.309,43.0,Critical,1
1692,19641.7,1279,158.8,1.98,0.32,46.4,16.51,21.21,60.2,29.5,27.7,0.2778,0.1361,0.1458,6.055,0.089,0.3066,46.3,Critical,1
1693,19649.8,1051,173.3,1.63,0.26,34.6,13.78,19.47,60.1,25.7,26.5,0.2576,0.1273,0.0681,2.172,0.0227,0.265,52.8,Worn,0
1694,19662.8,1053,119.8,1.82,0.26,41.8,13.65,20.21,59.0,26.5,25.3,0.3376,0.5032,0.3786,6.18,0.1032,0.2858,50.8,Worn,2
1695,19672.8,1066,158.8,1.55,0.27,34.4,12.27,17.35,56.7,28.4,27.4,0.1149,0.182,0.0985,1.46,0.0215,0.2703,43.5,Worn,0
1696,19683.6,1394,196.9,1.66,0.35,37.6,14.43,18.39,49.8,27.6,26.0,0.1943,0.2209,0.0372,2.255,0.0297,0.2873,48.9,Worn,0
1697,19696.4,1243,189.2,1.0,0.31,44.7,12.8,18.01,53.6,29.0,24.9,0.1269,0.1264,0.0825,1.629,0.0303,0.288,46.9,Worn,0
1698,19707.9,1142,182.6,1.64,0.29,24.4,14.86,20.2,62.9,29.8,27.5,0.1996,0.1425,0.1231,6.78,0.1128,0.3429,43.8,Critical,1
1699,19719.5,1303,142.0,1.69,0.33,20.5,13.3,15.07,55.9,27.9,26.4,0.1176,0.0692,0.0701,2.217,0.0114,0.2988,49.1,Worn,0
1700,19729.7,1152,197.1,0.88,0.29,29.3,12.87,17.58,56.0,28.3,24.4,0.1091,0.1392,0.087,1.986,0.0345,0.2801,46.7,Worn,0
1701,19740.6,911,174.0,1.54,0.23,34.4,14.91,21.12,57.0,27.3,25.3,0.2253,0.1208,0.1107,6.046,0.1058,0.3299,48.5,Critical,1
1702,19750.8,1149,229.6,2.16,0.29,38.0,14.89,20.2,58.3,24.5,24.9,0.1599,0.0739,0.2006,5.792,0.1094,0.325,52.7,Critical,1
1703,19759.6,1419,157.6,1.29,0.36,36.2,15.26,19.75,61.3,28.9,28.8,0.5665,0.2961,0.1539,3.424,0.0675,0.2749,46.2,Worn,2
1704,19773.8,1134,250.5,2.11,0.28,36.8,13.59,19.24,59.1,27.0,30.6,0.197,0.1166,0.0879,2.316,0.0243,0.2902,49.9,Worn,0
1705,19785.1,1220,183.5,1.83,0.31,41.0,15.84,22.07,64.9,29.5,27.3,0.2278,0.2188,0.0803,5.621,0.1219,0.3008,48.0,Critical,1
1706,19800.0,1355,148.9,1.47,0.34,49.6,13.65,21.06,67.8,31.5,28.0,0.1732,0.027,0.0691,1.346,0.1264,0.284,45.0,Worn,3
1707,19813.9,1289,208.5,1.4,0.32,44.6,16.52,22.99,62.4,29.8,22.8,0.2041,0.0724,0.1866,6.758,0.0801,0.3354,49.8,Critical,1
1708,19823.1,1159,189.1,1.56,0.29,32.5,12.58,18.92,56.1,27.5,27.1,0.2301,0.0233,0.0823,2.283,0.0246,0.2991,44.4,Worn,0
1709,19832.1,1382,203.6,1.62,0.35,38.4,15.03,22.15,60.0,28.9,27.1,0.2437,0.0872,0.147,5.667,0.1277,0.3056,51.4,Critical,1
1710,19842.6,1241,188.6,1.36,0.31,29.4,12.73,16.68,61.5,27.9,28.1,0.1839,0.1,0.0971,1.85,0.0322,0.2864,44.8,Worn,0
1711,19855.4,1097,143.6,1.43,0.28,28.3,12.21,17.11,64.3,29.7,27.0,0.2298,0.1127,0.1199,1.835,0.0275,0.2972,49.3,Worn,0
1712,19866.0,1084,175.0,0.94,0.27,25.5,13.1,14.86,56.2,24.9,26.8,0.2575,0.0994,0.0477,1.466,0.0257,0.2705,41.4,Worn,0
1713,19875.2,1065,177.0,1.92,0.27,30.8,13.9,22.08,54.3,25.7,29.7,0.3199,0.0571,0.1046,6.209,0.1021,0.3221,48.5,Critical,1
1714,19888.1,1028,181.7,1.31,0.26,52.1,13.49,19.83,67.2,30.3,25.3,0.2242,0.1017,0.0751,1.706,0.0712,0.2854,45.6,Worn,3
1715,19901.3,938,194.3,1.65,0.24,26.1,11.55,16.43,56.3,27.0,26.5,0.2759,0.1307,0.1073,1.769,0.0318,0.2708,46.1,Worn,0
1716,19911.8,1251,153.9,1.64,0.31,43.1,14.87,23.29,63.3,28.0,27.5,0.1871,0.1461,0.167,6.278,0.1304,0.318,49.9,Critical,1
1717,19926.0,1335,200.8,1.68,0.34,46.6,17.0,22.84,56.6,28.1,29.8,0.166,0.1643,0.2197,5.642,0.1132,0.3024,44.0,Critical,1
1718,19937.2,1122,172.3,1.88,0.28,31.1,14.72,21.67,55.6,28.0,25.1,0.1557,0.0927,0.1169,5.488,0.1091,0.3058,40.3,Critical,1
1719,19946.5,1162,132.3,0.69,0.29,35.7,12.89,18.34,54.0,27.9,27.4,0.2096,0.2208,0.0551,1.599,0.027,0.2839,48.8,Worn,0
1720,19955.4,1073,201.7,1.78,0.27,31.9,14.79,21.31,60.2,26.6,26.5,0.2835,0.1817,0.1308,6.252,0.128,0.3299,46.7,Critical,1
1721,19964.3,1254,168.4,1.45,0.32,30.3,13.98,19.61,56.6,30.0,26.3,0.2274,0.1025,0.0662,2.07,0.0181,0.2723,46.2,Worn,0
1722,19973.8,1258,225.1,1.64,0.32,48.1,16.3,25.03,59.1,28.3,24.4,0.4069,0.2359,0.1307,4.956,0.1266,0.3288,47.0,Critical,1
1723,19984.4,948,183.3,1.74,0.24,37.2,12.2,18.67,51.0,29.6,26.2,0.1933,0.1093,0.1179,1.935,0.0308,0.2908,44.2,Worn,0
1724,19993.2,1294,183.1,1.02,0.33,31.2,15.45,19.48,56.2,24.2,27.8,0.2793,0.1531,0.1587,6.249,0.1192,0.3217,49.1,Critical,1
1725,20002.5,1537,156.4,1.48,0.39,25.4,14.64,18.69,57.6,27.2,24.7,0.1575,0.2147,0.1406,6.688,0.0956,0.3543,47.1,Critical,1
1726,20011.6,1416,187.5,0.7,0.36,37.3,16.18,20.26,58.2,27.1,28.9,0.3017,0.1776,0.1593,5.921,0.1106,0.3114,47.7,Critical,1
1727,20023.9,1239,138.8,1.33,0.31,20,15.37,20.37,58.5,30.0,27.7,0.3474,0.1695,0.1696,6.28,0.1145,0.3162,45.3,Critical,1
1728,20032.0,1434,166.3,1.7,0.36,38.9,15.79,22.22,58.1,27.3,25.3,0.345,0.1637,0.1091,6.154,0.1041,0.3236,46.0,Critical,1
1729,20042.4,1119,234.0,0.7,0.28,41.6,13.12,17.72,62.6,30.4,29.4,0.2085,0.1457,0.111,2.263,0.0264,0.2808,45.6,Worn,0
1730,20054.2,1213,153.6,2.45,0.3,40.7,16.35,22.02,65.7,30.7,23.6,0.3481,0.2289,0.1846,6.316,0.1096,0.3014,44.1,Critical,1
1731,20068.5,825,204.8,0.71,0.21,41.1,10.45,20.05,54.0,25.9,26.6,0.0886,0.0508,0.1158,1.806,0.0291,0.2647,47.3,Worn,0
1732,20082.1,1002,196.6,1.83,0.25,34.1,14.54,22.07,62.3,29.1,27.5,0.1239,0.1158,0.1793,6.307,0.0834,0.3212,49.7,Critical,1
1733,20092.6,1112,148.1,2.01,0.28,48.5,15.67,21.91,59.9,27.4,27.5,0.1759,0.1646,0.0825,6.26,0.1107,0.3615,49.6,Critical,1
1734,20107.5,1462,141.9,1.58,0.37,37.0,16.28,23.97,58.6,28.2,26.0,0.1551,0.2568,0.2519,6.072,0.1258,0.3374,46.3,Critical,1
1735,20116.6,1200,187.0,1.58,0.3,26.3,13.93,17.64,64.5,27.8,27.2,0.1023,0.1042,0.1509,2.02,0.0246,0.2773,46.0,Worn,0
1736,20131.0,1239,160.8,1.43,0.31,33.0,14.01,21.55,57.2,27.4,26.1,0.1777,0.1622,0.1565,5.939,0.1294,0.3084,45.5,Critical,1
1737,20145.3,962,144.5,1.98,0.24,24.2,14.85,20.64,58.3,27.7,28.5,0.2643,0.1578,0.1582,5.859,0.1281,0.3057,47.1,Critical,1
1738,20157.4,1172,136.3,2.34,0.29,34.1,12.41,16.8,62.1,27.4,25.0,0.257,0.0584,0.1266,2.341,0.0187,0.2998,43.3,Worn,0
1739,20171.0,1322,137.3,1.49,0.33,42.7,13.32,18.67,61.0,23.9,26.8,0.1536,0.0981,0.0838,2.046,0.0184,0.283,42.0,Worn,0
1740,20182.5,1247,198.1,1.47,0.31,45.4,14.85,21.12,59.1,28.9,26.5,0.2378,0.1632,0.0503,6.134,0.1323,0.3146,47.8,Critical,1
1741,20192.0,1417,171.7,2.14,0.36,35.5,16.16,20.73,64.9,27.7,30.2,0.1467,0.187,0.0988,5.954,0.1291,0.3192,48.2,Critical,1
1742,20202.9,1108,168.5,1.66,0.28,36.8,12.91,17.32,56.6,29.8,22.7,0.2123,0.0617,0.0453,1.699,0.0158,0.2918,50.1,Worn,0
1743,20214.3,1048,203.8,1.83,0.26,41.7,16.25,23.18,58.7,26.9,28.2,0.1914,0.1206,0.0706,5.562,0.0991,0.3034,45.6,Critical,1
1744,20225.8,1368,179.2,1.4,0.34,41.1,15.44,21.21,58.0,24.6,26.2,0.2616,0.236,0.1334,6.393,0.1076,0.3157,44.2,Critical,1
1745,20234.2,1226,164.4,0.63,0.31,45.3,15.4,23.47,62.4,31.7,27.0,0.2609,0.2716,0.142,6.06,0.1111,0.3068,45.5,Critical,1
1746,20243.0,1280,162.8,1.87,0.32,36.0,13.82,18.41,62.6,27.1,28.3,0.1329,0.1432,0.0894,2.061,0.0271,0.2877,49.4,Worn,0
1747,20257.7,1214,191.3,1.0,0.31,38.0,12.48,20.28,58.4,29.8,25.9,0.2323,0.0791,0.1066,1.93,0.0214,0.2778,51.5,Worn,0
1748,20270.7,990,158.5,1.49,0.25,26.4,14.34,20.81,59.4,26.0,25.3,0.3518,0.2348,0.1239,6.392,0.1251,0.3057,44.8,Critical,1
1749,20284.7,1318,169.7,0.89,0.33,37.3,15.48,20.45,59.8,31.9,30.5,0.1799,0.1837,0.0523,6.229,0.1045,0.3124,44.2,Critical,1
1750,20298.9,1462,196.5,2.08,0.37,35.3,16.98,20.7,56.8,27.8,23.0,0.2754,0.1371,0.1704,5.902,0.1429,0.3413,46.0,Critical,1
1751,20307.6,1379,217.5,1.68,0.35,24.2,14.31,17.64,56.1,26.9,27.6,0.2285,0.1288,0.0713,1.887,0.0171,0.2808,47.0,Worn,0
1752,20321.1,850,128.0,1.21,0.21,42.8,11.73,17.78,60.6,26.9,25.6,0.2432,0.1016,0.0658,2.49,0.0239,0.2988,45.9,Worn,0
1753,20333.8,1242,173.4,1.87,0.31,28.5,15.78,19.62,57.1,28.0,28.3,0.3394,0.1927,0.1764,7.001,0.1521,0.3246,45.2,Critical,1
1754,20347.4,1316,183.6,2.42,0.33,35.5,16.68,22.31,62.9,26.2,22.6,0.3493,0.2501,0.0665,6.049,0.1274,0.3081,47.1,Critical,1
1755,20358.8,1129,198.3,1.16,0.28,40.1,12.65,17.74,59.8,29.7,25.9,0.2629,0.172,0.0904,2.155,0.0221,0.2856,48.2,Worn,0
1756,20372.2,1198,164.3,1.45,0.3,43.9,15.16,22.43,65.7,26.3,25.0,0.179,0.1925,0.158,6.109,0.1071,0.3175,43.6,Critical,1
1757,20384.5,1334,156.6,2.07,0.34,25.8,12.87,16.63,59.8,27.1,27.3,0.1572,0.1066,0.0521,2.11,0.028,0.2936,47.6,Worn,0
1758,20396.5,1230,154.6,1.42,0.31,32.0,15.29,21.75,65.0,26.9,23.2,0.241,0.1191,0.1291,6.182,0.1199,0.3045,46.5,Critical,1
1759,20406.4,1199,210.0,1.79,0.3,29.4,14.88,21.84,60.7,25.9,21.8,0.2259,0.0917,0.1027,6.2,0.1164,0.3042,46.7,Critical,1
1760,20420.8,1346,172.1,1.15,0.34,35.0,15.1,20.8,63.5,32.2,28.5,0.2961,0.2544,0.1274,5.944,0.14,0.3018,46.8,Critical,1
1761,20433.0,1379,153.8,1.76,0.35,56.2,13.39,19.52,63.3,26.0,28.2,0.1393,0.1088,0.0831,2.41,0.034,0.2903,46.3,Worn,0
1762,20443.0,1270,139.6,1.62,0.32,47.4,16.47,22.37,65.5,29.5,27.7,0.2123,0.1879,0.1523,5.691,0.0876,0.3161,48.3,Critical,1
1763,20452.4,1448,171.4,1.7,0.36,26.2,15.76,20.94,58.2,26.4,26.1,0.2346,0.1766,0.2114,6.574,0.1102,0.3335,43.8,Critical,1
1764,20466.8,1214,200.9,1.49,0.31,30.4,13.1,18.82,66.6,28.6,27.6,0.1754,0.1572,0.127,1.965,0.0249,0.2903,44.0,Worn,0
1765,20480.7,1269,220.7,1.55,0.32,43.0,16.14,23.16,59.3,31.1,28.7,0.3044,0.2299,0.1307,6.071,0.1154,0.316,46.9,Critical,1
1766,20494.2,1037,218.5,1.08,0.26,55.6,15.81,23.05,53.1,24.1,25.2,0.2371,0.1635,0.1475,6.219,0.1512,0.3131,42.2,Critical,1
1767,20506.8,1237,161.5,1.97,0.31,38.4,13.39,17.89,59.3,30.3,26.7,0.1612,0.1575,0.119,2.046,0.0192,0.2956,45.9,Worn,0
1768,20517.0,1053,167.9,1.48,0.26,34.3,15.62,20.37,63.0,26.2,26.7,0.3039,0.2573,0.077,6.082,0.1297,0.337,48.5,Critical,1
1769,20530.6,1061,207.0,1.66,0.27,30.6,15.0,20.78,64.6,25.9,28.3,0.2297,0.0815,0.1121,5.936,0.0926,0.3189,46.7,Critical,1
1770,20543.3,1104,184.0,1.36,0.28,29.8,13.0,17.91,58.4,27.7,25.0,0.0459,0.0875,0.1106,1.661,0.0278,0.2832,43.9,Worn,0
1771,20554.8,959,164.7,1.49,0.24,22.7,14.25,22.01,58.2,28.1,24.0,0.2811,0.0903,0.1594,6.083,0.1412,0.3557,45.5,Critical,1
1772,20566.5,989,200.8,1.35,0.25,36.7,15.47,22.75,56.2,27.0,26.7,0.212,0.1506,0.0713,5.639,0.1134,0.302,47.1,Critical,1
1773,20580.1,1038,138.0,1.8,0.26,54.9,12.64,19.22,57.6,28.4,26.8,0.1631,0.1318,0.0917,1.783,0.0249,0.2821,44.1,Worn,0
1774,20588.2,1313,212.4,1.32,0.33,39.2,14.93,22.28,60.5,27.2,26.7,0.2076,0.1713,0.1666,5.96,0.1059,0.3237,49.4,Critical,1
